dataset,subset,sample_id,elf_path,bin_path,gt_type,gt_level,gt_ref_files,trigger_inputs_count,trigger_inputs,notes,in_gt_backed_suite,has_sink_only_gt,negative_or_patched,has_stripped_peer,stripped_elf_path,stripped_origin
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3322,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3322/zephyr-CVE-2021-3322.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3322/zephyr-CVE-2021-3322.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3322); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3322/zephyr-CVE-2021-3322_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3323,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3323/zephyr-CVE-2021-3323.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3323/zephyr-CVE-2021-3323.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3323); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3323/zephyr-CVE-2021-3323_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3329,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3329/zephyr-CVE-2021-3329.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3329/zephyr-CVE-2021-3329.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3329); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3329/zephyr-CVE-2021-3329_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3330,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3330/zephyr-CVE-2021-3330.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3330/zephyr-CVE-2021-3330.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3330); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3330/zephyr-CVE-2021-3330_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples,CVE-HALucinator-CVE-2019-9183,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-HALucinator-CVE-2019-9183/hello-world.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-HALucinator-CVE-2019-9183/hello-world.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-HALucinator-CVE-2019-9183); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-HALucinator-CVE-2019-9183/hello-world_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-no-CVE-false-positive-rf-size-check,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-rf-size-check/zephyr-CVE-no-CVE-false-positive-rf-size-check.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-rf-size-check/zephyr-CVE-no-CVE-false-positive-rf-size-check.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-no-CVE-false-positive-rf-size-check); deeper oracle usually in upstream fuzzware-experiments,true,true,true,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-rf-size-check/zephyr-CVE-no-CVE-false-positive-rf-size-check_stripped.elf,existing
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-no-CVE-false-positive-watchdog-callback,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-watchdog-callback/zephyr-CVE-no-CVE-false-positive-watchdog-callback.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-watchdog-callback/zephyr-CVE-no-CVE-false-positive-watchdog-callback.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-no-CVE-false-positive-watchdog-callback); deeper oracle usually in upstream fuzzware-experiments,true,true,true,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-watchdog-callback/zephyr-CVE-no-CVE-false-positive-watchdog-callback_stripped.elf,existing
p2im-ground_truth,global_csv,AtmelSAM3-GroundTruth,,,register_ground_truth_csv,REFERENCE,ground_truth_bundle/p2im_ground_truth_csv/AtmelSAM3-GroundTruth.csv,0,,Global MMIO register ground truth CSV,false,false,false,false,,missing
p2im-ground_truth,global_csv,NXPK64F-GroundTruth,,,register_ground_truth_csv,REFERENCE,ground_truth_bundle/p2im_ground_truth_csv/NXPK64F-GroundTruth.csv,0,,Global MMIO register ground truth CSV,false,false,false,false,,missing
p2im-ground_truth,global_csv,STM32F103-GroundTruth,,,register_ground_truth_csv,REFERENCE,ground_truth_bundle/p2im_ground_truth_csv/STM32F103-GroundTruth.csv,0,,Global MMIO register ground truth CSV,false,false,false,false,,missing
p2im-ground_truth,global_csv,STM32F429-GroundTruth,,,register_ground_truth_csv,REFERENCE,ground_truth_bundle/p2im_ground_truth_csv/STM32F429-GroundTruth.csv,0,,Global MMIO register ground truth CSV,false,false,false,false,,missing
sourceagent-microbench,microbench,cve_2018_16525_freertos_dns,microbench/cve_2018_16525_freertos_dns.elf,microbench/cve_2018_16525_freertos_dns.bin,in-source_reproduction,L2,microbench/cve_2018_16525_freertos_dns.c;ground_truth_bundle/microbench/samples/cve_2018_16525_freertos_dns.json;microbench/cve_2018_16525_freertos_dns.map,0,,FreeRTOS DNS parser overflow reproduction; stripped ELF: cve_2018_16525_freertos_dns_stripped.elf,true,true,false,true,microbench/cve_2018_16525_freertos_dns_stripped.elf,existing
sourceagent-microbench,microbench,cve_2020_10065_hci_spi,microbench/cve_2020_10065_hci_spi.elf,microbench/cve_2020_10065_hci_spi.bin,in-source_reproduction,L2,microbench/cve_2020_10065_hci_spi.c;ground_truth_bundle/microbench/samples/cve_2020_10065_hci_spi.json;microbench/cve_2020_10065_hci_spi.map,0,,Zephyr HCI-over-SPI overflow reproduction; stripped ELF: cve_2020_10065_hci_spi_stripped.elf,true,true,false,true,microbench/cve_2020_10065_hci_spi_stripped.elf,existing
sourceagent-microbench,microbench,cve_2021_34259_usb_host,microbench/cve_2021_34259_usb_host.elf,microbench/cve_2021_34259_usb_host.bin,in-source_reproduction,L2,microbench/cve_2021_34259_usb_host.c;ground_truth_bundle/microbench/samples/cve_2021_34259_usb_host.json;microbench/cve_2021_34259_usb_host.map,0,,STM32Cube USB host descriptor parsing overflow reproduction; stripped ELF: cve_2021_34259_usb_host_stripped.elf,true,true,false,true,microbench/cve_2021_34259_usb_host_stripped.elf,existing
sourceagent-microbench,microbench,t0_copy_sink,microbench/t0_copy_sink.elf,microbench/t0_copy_sink.bin,artifact_complete_microbench,L2,microbench/t0_copy_sink.c;ground_truth_bundle/microbench/samples/t0_copy_sink.json;microbench/t0_copy_sink.map,0,,Same-context memcpy/strcpy sink; stripped ELF: t0_copy_sink_stripped.elf,true,true,false,true,microbench/t0_copy_sink_stripped.elf,existing
sourceagent-microbench,microbench,t0_dma_backed_buffer,microbench/t0_dma_backed_buffer.elf,microbench/t0_dma_backed_buffer.bin,artifact_complete_microbench,L2,microbench/t0_dma_backed_buffer.c;ground_truth_bundle/microbench/samples/t0_dma_backed_buffer.json;microbench/t0_dma_backed_buffer.map,0,,DMA-backed buffer consumed in main loop; stripped ELF: t0_dma_backed_buffer_stripped.elf,true,false,false,true,microbench/t0_dma_backed_buffer_stripped.elf,existing
sourceagent-microbench,microbench,t0_dma_length_overflow,microbench/t0_dma_length_overflow.elf,microbench/t0_dma_length_overflow.bin,artifact_complete_microbench,L2,microbench/t0_dma_length_overflow.c;ground_truth_bundle/microbench/samples/t0_dma_length_overflow.json;microbench/t0_dma_length_overflow.map,0,,DMA-fed length drives copy overflow; stripped ELF: t0_dma_length_overflow_stripped.elf,true,true,false,true,microbench/t0_dma_length_overflow_stripped.elf,existing
sourceagent-microbench,microbench,t0_format_string,microbench/t0_format_string.elf,microbench/t0_format_string.bin,artifact_complete_microbench,L2,microbench/t0_format_string.c;ground_truth_bundle/microbench/samples/t0_format_string.json;microbench/t0_format_string.map,0,,Format-string sink archetype; stripped ELF: t0_format_string_stripped.elf,true,true,false,true,microbench/t0_format_string_stripped.elf,existing
sourceagent-microbench,microbench,t0_func_ptr_dispatch,microbench/t0_func_ptr_dispatch.elf,microbench/t0_func_ptr_dispatch.bin,artifact_complete_microbench,L2,microbench/t0_func_ptr_dispatch.c;ground_truth_bundle/microbench/samples/t0_func_ptr_dispatch.json;microbench/t0_func_ptr_dispatch.map,0,,Function-pointer dispatch sink archetype; stripped ELF: t0_func_ptr_dispatch_stripped.elf,true,true,false,true,microbench/t0_func_ptr_dispatch_stripped.elf,existing
sourceagent-microbench,microbench,t0_indirect_memcpy,microbench/t0_indirect_memcpy.elf,microbench/t0_indirect_memcpy.bin,artifact_complete_microbench,L2,microbench/t0_indirect_memcpy.c;ground_truth_bundle/microbench/samples/t0_indirect_memcpy.json;microbench/t0_indirect_memcpy.map,0,,Caller-bridge into memcpy helper; stripped ELF: t0_indirect_memcpy_stripped.elf,true,true,false,true,microbench/t0_indirect_memcpy_stripped.elf,existing
sourceagent-microbench,microbench,t0_isr_filled_buffer,microbench/t0_isr_filled_buffer.elf,microbench/t0_isr_filled_buffer.bin,artifact_complete_microbench,L2,microbench/t0_isr_filled_buffer.c;ground_truth_bundle/microbench/samples/t0_isr_filled_buffer.json;microbench/t0_isr_filled_buffer.map,0,,ISR-filled ring buffer copied in main loop; stripped ELF: t0_isr_filled_buffer_stripped.elf,true,true,false,true,microbench/t0_isr_filled_buffer_stripped.elf,existing
sourceagent-microbench,microbench,t0_isr_mmio_read,microbench/t0_isr_mmio_read.elf,microbench/t0_isr_mmio_read.bin,artifact_complete_microbench,L2,microbench/t0_isr_mmio_read.c;ground_truth_bundle/microbench/samples/t0_isr_mmio_read.json;microbench/t0_isr_mmio_read.map,0,,ISR MMIO read without downstream sink; stripped ELF: t0_isr_mmio_read_stripped.elf,true,false,false,true,microbench/t0_isr_mmio_read_stripped.elf,existing
sourceagent-microbench,microbench,t0_mmio_read,microbench/t0_mmio_read.elf,microbench/t0_mmio_read.bin,artifact_complete_microbench,L2,microbench/t0_mmio_read.c;ground_truth_bundle/microbench/samples/t0_mmio_read.json;microbench/t0_mmio_read.map,0,,Direct MMIO polling with copy sink; stripped ELF: t0_mmio_read_stripped.elf,true,true,false,true,microbench/t0_mmio_read_stripped.elf,existing
sourceagent-microbench,microbench,t0_store_loop_sink,microbench/t0_store_loop_sink.elf,microbench/t0_store_loop_sink.bin,artifact_complete_microbench,L2,microbench/t0_store_loop_sink.c;ground_truth_bundle/microbench/samples/t0_store_loop_sink.json;microbench/t0_store_loop_sink.map,0,,"Store, memset, and loop-write sink archetypes; stripped ELF: t0_store_loop_sink_stripped.elf",true,true,false,true,microbench/t0_store_loop_sink_stripped.elf,existing
sourceagent-microbench,microbench,t0_uart_rx_overflow,microbench/t0_uart_rx_overflow.elf,microbench/t0_uart_rx_overflow.bin,artifact_complete_microbench,L2,microbench/t0_uart_rx_overflow.c;ground_truth_bundle/microbench/samples/t0_uart_rx_overflow.json;microbench/t0_uart_rx_overflow.map,0,,Manual UART loop-copy overflow; stripped ELF: t0_uart_rx_overflow_stripped.elf,true,true,false,true,microbench/t0_uart_rx_overflow_stripped.elf,existing
uSBS,Ground-truth Benchmark/fw,tcp_echo_client_vuln_bof,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base.elf,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,10,ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_Client_2.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_ICMP_Short.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/test/inputs/TCP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/test/inputs/TCP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/test/inputs/TCP_Echo_Server_Client_2.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/test/inputs/TCP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_bof/test/inputs/TCP_Echo_Server_ICMP_Short.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,false,true,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_bof/STM32469I_EVAL_tcp_echo_base_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,tcp_echo_client_vuln_off_by_one,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base.elf,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,10,ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_Client_2.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/test/inputs/TCP_Echo_Server_ICMP_Short.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/test/inputs/TCP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/test/inputs/TCP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/test/inputs/TCP_Echo_Server_Client_2.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/test/inputs/TCP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one/test/inputs/TCP_Echo_Server_ICMP_Short.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,false,true,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,tcp_echo_client_vuln_off_by_one_test_payload_len,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one_test_payload_len/STM32469I_EVAL_tcp_echo_base.elf,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one_test_payload_len/STM32469I_EVAL_tcp_echo_base.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,5,ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one_test_payload_len/test/inputs/TCP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one_test_payload_len/test/inputs/TCP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one_test_payload_len/test/inputs/TCP_Echo_Server_Client_2.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one_test_payload_len/test/inputs/TCP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/tcp_echo_client_vuln_off_by_one_test_payload_len/test/inputs/TCP_Echo_Server_ICMP_Short.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,false,true,uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one_test_payload_len/STM32469I_EVAL_tcp_echo_base_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,test_printf_fw,uSBS/Ground-truth Benchmark/fw/test_printf_fw/STM32469I_EVAL_stm32_udp_echo_server.elf,uSBS/Ground-truth Benchmark/fw/test_printf_fw/STM32469I_EVAL_stm32_udp_echo_server.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,6,ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/pcaps/crasher/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/test/inputs/UDP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/test/inputs/UDP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/test/inputs/UDP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/test/inputs/crash/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/test_printf_fw/test/inputs/crash/UDP_Echo_Server_Client_first_char.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,true,true,uSBS/Ground-truth Benchmark/fw/test_printf_fw/STM32469I_EVAL_stm32_udp_echo_server_stripped.elf,existing
uSBS,Ground-truth Benchmark/fw,udp_echo_server_bof,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof/STM32469I_EVAL_stm32_udp_echo_server.elf,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof/STM32469I_EVAL_stm32_udp_echo_server.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,6,ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/pcaps/crasher/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/test/inputs/UDP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/test/inputs/UDP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/test/inputs/UDP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/test/inputs/crash/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof/test/inputs/crash/UDP_Echo_Server_Client_first_char.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,false,true,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof/STM32469I_EVAL_stm32_udp_echo_server_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,udp_echo_server_bof_expl,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl/STM32469I_EVAL_stm32_udp_echo_server.elf,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl/STM32469I_EVAL_stm32_udp_echo_server.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,6,ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/pcaps/crasher/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/test/inputs/UDP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/test/inputs/UDP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/test/inputs/UDP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/test/inputs/crash/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl/test/inputs/crash/UDP_Echo_Server_Client_first_char.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,true,true,false,true,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl/STM32469I_EVAL_stm32_udp_echo_server_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,udp_echo_server_bof_expl_patched,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched/STM32469I_EVAL_stm32_udp_echo_server.elf,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched/STM32469I_EVAL_stm32_udp_echo_server.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,6,ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/pcaps/crasher/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/test/inputs/UDP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/test/inputs/UDP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/test/inputs/UDP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/test/inputs/crash/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched/test/inputs/crash/UDP_Echo_Server_Client_first_char.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,false,false,true,true,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched/STM32469I_EVAL_stm32_udp_echo_server_stripped.elf,generated
uSBS,Ground-truth Benchmark/fw,udp_echo_server_bof_expl_patched_instrumented,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched_instrumented/STM32469I_EVAL_stm32_udp_echo_server.elf,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched_instrumented/STM32469I_EVAL_stm32_udp_echo_server.bin,injected_vulnerability,REFERENCE,ground_truth_bundle/references/uSBS/README.md;ground_truth_bundle/references/uSBS/injected_snippets_vulns.c,6,ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/pcaps/crasher/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/test/inputs/UDP_Echo_Client_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/test/inputs/UDP_Echo_Server_Client.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/test/inputs/UDP_Echo_Server_ICMP.pcapng.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/test/inputs/crash/UDP_Echo_Server_Client_crash.pcap.input;ground_truth_bundle/uSBS_trigger_inputs/udp_echo_server_bof_expl_patched_instrumented/test/inputs/crash/UDP_Echo_Server_Client_first_char.pcapng.input,uSBS benchmark case with injected bug family + replay/fuzz inputs,false,false,true,true,uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl_patched_instrumented/STM32469I_EVAL_stm32_udp_echo_server_stripped.elf,generated
